검색어,검색어_유형,기준_지역,키워드,대표_상권코드
양재2동 찻집,행정동,양재2동,찻집,3110942
매봉역 찻집,지하철역,매봉역,찻집,3110942
양재2동 티룸,행정동,양재2동,티룸,3110942
매봉역 티룸,지하철역,매봉역,티룸,3110942
양재2동 티하우스,행정동,양재2동,티하우스,3110942
매봉역 티하우스,지하철역,매봉역,티하우스,3110942
양재2동 티카페,행정동,양재2동,티카페,3110942
매봉역 티카페,지하철역,매봉역,티카페,3110942
양재2동 다원,행정동,양재2동,다원,3110942
매봉역 다원,지하철역,매봉역,다원,3110942
내곡동 찻집,행정동,내곡동,찻집,3110944
내곡동 티룸,행정동,내곡동,티룸,3110944
내곡동 티하우스,행정동,내곡동,티하우스,3110944
내곡동 티카페,행정동,내곡동,티카페,3110944
내곡동 다원,행정동,내곡동,다원,3110944
논현2동 찻집,행정동,논현2동,찻집,3110968
강남구청역 찻집,지하철역,강남구청역,찻집,3110968
논현2동 티룸,행정동,논현2동,티룸,3110968
강남구청역 티룸,지하철역,강남구청역,티룸,3110968
